Año,Mes,Periodo,Infraestructura,Aeropuerto,Tipo de Pasajero,Nro Pasajeros
2021,Setiembre,202109,COR,Cusco,NACIONAL,"165,534"
2021,Setiembre,202109,COR,Huánuco,NACIONAL,"10,968"
2021,Setiembre,202109,COR,Ilo,NACIONAL,"7,410"
2021,Setiembre,202109,COR,Jaén,NACIONAL,"18,752"
2021,Setiembre,202109,COR,Jauja,NACIONAL,"15,037"
2021,Setiembre,202109,COR,Nazca,NACIONAL,"5,092"
2021,Setiembre,202109,COR,Rioja,NACIONAL,14
2021,Setiembre,202109,COR,Tingo María,NACIONAL,532
2021,Setiembre,202109,COR,Yurimaguas,NACIONAL,"2,525"
2021,Setiembre,202109,COR,-,NACIONAL,743
2021,Setiembre,202109,LAP,Lima,INTERNACIONAL,"277,811"
2021,Setiembre,202109,LAP,Lima,NACIONAL,"799,297"
2021,Setiembre,202109,LAP,Lima,TRANSFERENCIA Y TRANSITO,"15,000"
2021,Octubre,202110,AAP,Arequipa,INTERNACIONAL,956
2021,Octubre,202110,AAP,Arequipa,NACIONAL,"109,024"
2021,Octubre,202110,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,59
2021,Octubre,202110,AAP,Ayacucho,NACIONAL,"41,945"
2021,Octubre,202110,AAP,Juliaca,NACIONAL,"22,122"
2021,Octubre,202110,AAP,Puerto Maldonado,INTERNACIONAL,6
2021,Octubre,202110,AAP,Puerto Maldonado,NACIONAL,"29,378"
2021,Octubre,202110,AAP,Puerto Maldonado,TRANSFERENCIA Y TRANSITO,6
2021,Octubre,202110,AAP,Tacna,NACIONAL,"20,825"
2021,Octubre,202110,AAP,Tacna,TRANSFERENCIA Y TRANSITO,3
2021,Octubre,202110,ADP,Cajamarca,NACIONAL,"35,156"
2021,Octubre,202110,ADP,Chachapoyas,NACIONAL,"1,801"
2021,Octubre,202110,ADP,Chiclayo,INTERNACIONAL,"2,150"
2021,Octubre,202110,ADP,Chiclayo,NACIONAL,"42,186"
2021,Octubre,202110,ADP,Huaraz-Anta,NACIONAL,99
2021,Octubre,202110,ADP,Iquitos,NACIONAL,"80,919"
2021,Octubre,202110,ADP,Pisco,NACIONAL,689
2021,Octubre,202110,ADP,Piura,INTERNACIONAL,36
2021,Octubre,202110,ADP,Piura,NACIONAL,"63,988"
2021,Octubre,202110,ADP,Pucallpa,NACIONAL,"52,776"
2021,Octubre,202110,ADP,Talara,INTERNACIONAL,2
2021,Octubre,202110,ADP,Talara,NACIONAL,"25,615"
2021,Octubre,202110,ADP,Tarapoto,NACIONAL,"68,275"
2021,Octubre,202110,ADP,Trujillo,INTERNACIONAL,"1,691"
2021,Octubre,202110,ADP,Trujillo,NACIONAL,"45,132"
2021,Octubre,202110,ADP,Tumbes,INTERNACIONAL,37
2021,Octubre,202110,ADP,Tumbes,NACIONAL,"30,854"
2021,Octubre,202110,COR,Atalaya,NACIONAL,"1,765"
2021,Octubre,202110,COR,Cusco,INTERNACIONAL,6
2021,Octubre,202110,COR,Cusco,NACIONAL,"191,057"
2021,Octubre,202110,COR,Huánuco,NACIONAL,"12,034"
2021,Octubre,202110,COR,Ilo,NACIONAL,"6,076"
2021,Octubre,202110,COR,Jaén,NACIONAL,"19,095"
2021,Octubre,202110,COR,Jauja,NACIONAL,"15,556"
2021,Octubre,202110,COR,Mazamari,NACIONAL,"1,069"
2021,Octubre,202110,COR,Nazca,NACIONAL,"8,526"
2021,Octubre,202110,COR,Tingo María,NACIONAL,529
2021,Octubre,202110,COR,Yurimaguas,NACIONAL,"2,498"
2021,Octubre,202110,COR,-,NACIONAL,742
2021,Octubre,202110,LAP,Lima,INTERNACIONAL,"345,580"
2021,Octubre,202110,LAP,Lima,NACIONAL,"850,557"
2021,Octubre,202110,LAP,Lima,TRANSFERENCIA Y TRANSITO,"21,053"
2021,Noviembre,202111,AAP,Arequipa,INTERNACIONAL,"1,042"
2021,Noviembre,202111,AAP,Arequipa,NACIONAL,"117,961"
2021,Noviembre,202111,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,166
2021,Noviembre,202111,AAP,Ayacucho,NACIONAL,"42,902"
2021,Noviembre,202111,AAP,Juliaca,NACIONAL,"21,811"
2021,Noviembre,202111,AAP,Puerto Maldonado,INTERNACIONAL,8
2021,Noviembre,202111,AAP,Puerto Maldonado,NACIONAL,"30,057"
2021,Noviembre,202111,AAP,Tacna,NACIONAL,"22,365"
2021,Noviembre,202111,ADP,Cajamarca,NACIONAL,"34,540"
2021,Noviembre,202111,ADP,Chachapoyas,NACIONAL,"1,453"
2021,Noviembre,202111,ADP,Chiclayo,INTERNACIONAL,"2,157"
2021,Noviembre,202111,ADP,Chiclayo,NACIONAL,"42,138"
2021,Noviembre,202111,ADP,Huaraz-Anta,NACIONAL,107
2021,Noviembre,202111,ADP,Iquitos,INTERNACIONAL,8
2021,Noviembre,202111,ADP,Iquitos,NACIONAL,"81,582"
2021,Noviembre,202111,ADP,Pisco,INTERNACIONAL,46
2021,Noviembre,202111,ADP,Pisco,NACIONAL,"1,062"
2021,Noviembre,202111,ADP,Piura,INTERNACIONAL,62
2021,Noviembre,202111,ADP,Piura,NACIONAL,"71,784"
2021,Noviembre,202111,ADP,Pucallpa,NACIONAL,"55,362"
2021,Noviembre,202111,ADP,Talara,INTERNACIONAL,17
2021,Noviembre,202111,ADP,Talara,NACIONAL,"26,721"
2021,Noviembre,202111,ADP,Tarapoto,INTERNACIONAL,12
2021,Noviembre,202111,ADP,Tarapoto,NACIONAL,"69,904"
2021,Noviembre,202111,ADP,Trujillo,INTERNACIONAL,"3,510"
2021,Noviembre,202111,ADP,Trujillo,NACIONAL,"49,750"
2021,Noviembre,202111,ADP,Tumbes,INTERNACIONAL,13
2021,Noviembre,202111,ADP,Tumbes,NACIONAL,"35,941"
2021,Noviembre,202111,COR,Atalaya,NACIONAL,"1,642"
2021,Noviembre,202111,COR,Cusco,NACIONAL,"180,593"
2021,Noviembre,202111,COR,Huánuco,NACIONAL,"11,779"
2021,Noviembre,202111,COR,Ilo,NACIONAL,"5,424"
2021,Noviembre,202111,COR,Jaén,NACIONAL,"17,199"
2021,Noviembre,202111,COR,Jauja,NACIONAL,"16,433"
2021,Noviembre,202111,COR,Mazamari,NACIONAL,715
2021,Noviembre,202111,COR,Nazca,NACIONAL,"7,718"
2021,Noviembre,202111,COR,Rioja,NACIONAL,33
2021,Noviembre,202111,COR,Tingo María,NACIONAL,380
2021,Noviembre,202111,COR,Yurimaguas,NACIONAL,"2,507"
2021,Noviembre,202111,COR,-,NACIONAL,680
2021,Noviembre,202111,LAP,Lima,INTERNACIONAL,"381,485"
2021,Noviembre,202111,LAP,Lima,NACIONAL,"869,058"
2021,Noviembre,202111,LAP,Lima,TRANSFERENCIA Y TRANSITO,"39,803"
2021,Diciembre,202112,AAP,Arequipa,INTERNACIONAL,"2,301"
2021,Diciembre,202112,AAP,Arequipa,NACIONAL,"114,771"
2021,Diciembre,202112,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,18
2021,Diciembre,202112,AAP,Ayacucho,NACIONAL,"42,478"
2021,Diciembre,202112,AAP,Juliaca,NACIONAL,"22,090"
2021,Diciembre,202112,AAP,Puerto Maldonado,NACIONAL,"30,082"
2021,Diciembre,202112,AAP,Tacna,NACIONAL,"21,382"
2021,Diciembre,202112,ADP,Cajamarca,NACIONAL,"34,070"
2021,Diciembre,202112,ADP,Chachapoyas,NACIONAL,"1,642"
2021,Diciembre,202112,ADP,Chiclayo,INTERNACIONAL,"1,952"
2021,Diciembre,202112,ADP,Chiclayo,NACIONAL,"45,646"
2021,Diciembre,202112,ADP,Huaraz-Anta,NACIONAL,75
2021,Diciembre,202112,ADP,Iquitos,INTERNACIONAL,28
2021,Diciembre,202112,ADP,Iquitos,NACIONAL,"84,903"
2021,Diciembre,202112,ADP,Pisco,INTERNACIONAL,16
2021,Diciembre,202112,ADP,Pisco,NACIONAL,"1,042"
2021,Diciembre,202112,ADP,Piura,INTERNACIONAL,36
2021,Diciembre,202112,ADP,Piura,NACIONAL,"72,560"
2021,Diciembre,202112,ADP,Pucallpa,NACIONAL,"58,177"
2021,Diciembre,202112,ADP,Talara,INTERNACIONAL,17
2021,Diciembre,202112,ADP,Talara,NACIONAL,"26,883"
2021,Diciembre,202112,ADP,Tarapoto,NACIONAL,"75,374"
2021,Diciembre,202112,ADP,Trujillo,INTERNACIONAL,"5,073"
2021,Diciembre,202112,ADP,Trujillo,NACIONAL,"52,417"
2021,Diciembre,202112,ADP,Tumbes,INTERNACIONAL,23
2021,Diciembre,202112,ADP,Tumbes,NACIONAL,"35,234"
2021,Diciembre,202112,COR,Atalaya,NACIONAL,"1,707"
2021,Diciembre,202112,COR,Cusco,NACIONAL,"179,212"
2021,Diciembre,202112,COR,Huánuco,NACIONAL,"13,491"
2021,Diciembre,202112,COR,Ilo,NACIONAL,"1,511"
2021,Diciembre,202112,COR,Jaén,NACIONAL,"18,291"
2021,Diciembre,202112,COR,Jauja,NACIONAL,"17,635"
2021,Diciembre,202112,COR,Mazamari,NACIONAL,"1,294"
2021,Diciembre,202112,COR,Nazca,NACIONAL,"6,067"
2021,Diciembre,202112,COR,Rioja,NACIONAL,93
2021,Diciembre,202112,COR,Tingo María,NACIONAL,423
2021,Diciembre,202112,COR,Yurimaguas,NACIONAL,"2,522"
2021,Diciembre,202112,COR,-,NACIONAL,756
2021,Diciembre,202112,LAP,Lima,INTERNACIONAL,"429,371"
2021,Diciembre,202112,LAP,Lima,NACIONAL,"884,695"
2021,Diciembre,202112,LAP,Lima,TRANSFERENCIA Y TRANSITO,"38,724"
2022,Enero,202201,AAP,Arequipa,INTERNACIONAL,"2,884"
2022,Enero,202201,AAP,Arequipa,NACIONAL,"108,582"
2022,Enero,202201,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,37
2022,Enero,202201,AAP,Ayacucho,NACIONAL,"19,556"
2022,Enero,202201,AAP,Juliaca,NACIONAL,"40,866"
2022,Enero,202201,AAP,Puerto Maldonado,NACIONAL,"20,316"
2022,Enero,202201,AAP,Tacna,INTERNACIONAL,12
2022,Enero,202201,AAP,Tacna,NACIONAL,"24,611"
2022,Enero,202201,ADP,Cajamarca,NACIONAL,"32,046"
2022,Enero,202201,ADP,Chachapoyas,NACIONAL,"1,321"
2022,Enero,202201,ADP,Chiclayo,INTERNACIONAL,"1,078"
2022,Enero,202201,ADP,Chiclayo,NACIONAL,"39,475"
2022,Enero,202201,ADP,Huaraz-Anta,NACIONAL,33
2022,Enero,202201,ADP,Iquitos,NACIONAL,"80,835"
2022,Enero,202201,ADP,Pisco,INTERNACIONAL,12
2022,Enero,202201,ADP,Pisco,NACIONAL,894
2022,Enero,202201,ADP,Piura,INTERNACIONAL,39
2022,Enero,202201,ADP,Piura,NACIONAL,"71,717"
2022,Enero,202201,ADP,Pucallpa,INTERNACIONAL,4
2022,Enero,202201,ADP,Pucallpa,NACIONAL,"53,436"
2022,Enero,202201,ADP,Talara,NACIONAL,"28,373"
2022,Enero,202201,ADP,Tarapoto,NACIONAL,"70,587"
2022,Enero,202201,ADP,Trujillo,INTERNACIONAL,"5,498"
2022,Enero,202201,ADP,Trujillo,NACIONAL,"46,660"
2022,Enero,202201,ADP,Tumbes,INTERNACIONAL,43
2022,Enero,202201,ADP,Tumbes,NACIONAL,"39,226"
2022,Enero,202201,COR,Atalaya,NACIONAL,"1,418"
2022,Enero,202201,COR,Cusco,NACIONAL,"177,289"
2022,Enero,202201,COR,Huánuco,NACIONAL,"12,323"
2022,Enero,202201,COR,Ilo,NACIONAL,"1,075"
2022,Enero,202201,COR,Jaén,NACIONAL,"17,095"
2022,Enero,202201,COR,Jauja,NACIONAL,"15,106"
2022,Enero,202201,COR,Mazamari,NACIONAL,660
2022,Enero,202201,COR,Nazca,NACIONAL,"8,243"
2022,Enero,202201,COR,Rioja,NACIONAL,39
2022,Enero,202201,COR,Tingo María,NACIONAL,378
2022,Enero,202201,COR,Tocache,NACIONAL,9
2022,Enero,202201,COR,Yurimaguas,NACIONAL,"1,971"
2022,Enero,202201,COR,-,NACIONAL,744
2022,Enero,202201,LAP,Lima,INTERNACIONAL,"399,735"
2022,Enero,202201,LAP,Lima,NACIONAL,"837,408"
2022,Enero,202201,LAP,Lima,TRANSFERENCIA Y TRANSITO,"41,656"
2022,Febrero,202202,AAP,Arequipa,INTERNACIONAL,"2,524"
2022,Febrero,202202,AAP,Arequipa,NACIONAL,"106,563"
2022,Febrero,202202,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,7
2022,Febrero,202202,AAP,Ayacucho,NACIONAL,"20,042"
2022,Febrero,202202,AAP,Juliaca,NACIONAL,"41,158"
2022,Febrero,202202,AAP,Puerto Maldonado,NACIONAL,"21,345"
2022,Febrero,202202,AAP,Tacna,NACIONAL,"27,697"
2022,Febrero,202202,ADP,Cajamarca,NACIONAL,"32,797"
2022,Febrero,202202,ADP,Chachapoyas,NACIONAL,"1,051"
2022,Febrero,202202,ADP,Chiclayo,INTERNACIONAL,"1,604"
2022,Febrero,202202,ADP,Chiclayo,NACIONAL,"40,817"
2022,Febrero,202202,ADP,Huaraz-Anta,NACIONAL,5
2022,Febrero,202202,ADP,Iquitos,INTERNACIONAL,8
2022,Febrero,202202,ADP,Iquitos,NACIONAL,"80,538"
2022,Febrero,202202,ADP,Pisco,INTERNACIONAL,24
2022,Febrero,202202,ADP,Pisco,NACIONAL,449
2022,Febrero,202202,ADP,Piura,INTERNACIONAL,33
2022,Febrero,202202,ADP,Piura,NACIONAL,"73,165"
2022,Febrero,202202,ADP,Pucallpa,NACIONAL,"49,963"
2022,Febrero,202202,ADP,Talara,NACIONAL,"25,078"
2022,Febrero,202202,ADP,Tarapoto,NACIONAL,"62,693"
2022,Febrero,202202,ADP,Trujillo,INTERNACIONAL,"4,886"
2022,Febrero,202202,ADP,Trujillo,NACIONAL,"42,684"
2022,Febrero,202202,ADP,Tumbes,INTERNACIONAL,28
2022,Febrero,202202,ADP,Tumbes,NACIONAL,"38,476"
2022,Febrero,202202,COR,Atalaya,NACIONAL,"1,404"
2022,Febrero,202202,COR,Cusco,NACIONAL,"158,644"
2022,Febrero,202202,COR,Huánuco,NACIONAL,"13,068"
2022,Febrero,202202,COR,Ilo,NACIONAL,"1,253"
2022,Febrero,202202,COR,Jaén,NACIONAL,"4,200"
2022,Febrero,202202,COR,Jauja,NACIONAL,"13,926"
2022,Febrero,202202,COR,Mazamari,NACIONAL,546
2022,Febrero,202202,COR,Nazca,NACIONAL,"5,114"
2022,Febrero,202202,COR,Rioja,NACIONAL,23
2022,Febrero,202202,COR,Tingo María,NACIONAL,315
2022,Febrero,202202,COR,Tocache,NACIONAL,15
2022,Febrero,202202,COR,Yurimaguas,NACIONAL,"1,978"
2022,Febrero,202202,COR,-,NACIONAL,763
2022,Febrero,202202,LAP,Lima,INTERNACIONAL,"392,803"
2022,Febrero,202202,LAP,Lima,NACIONAL,"798,354"
2022,Febrero,202202,LAP,Lima,TRANSFERENCIA Y TRANSITO,"37,512"
2022,Marzo,202203,AAP,Arequipa,INTERNACIONAL,"1,994"
2022,Marzo,202203,AAP,Arequipa,NACIONAL,"116,690"
2022,Marzo,202203,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,8
2022,Marzo,202203,AAP,Ayacucho,NACIONAL,"20,853"
2022,Marzo,202203,AAP,Juliaca,NACIONAL,"44,685"
2022,Marzo,202203,AAP,Puerto Maldonado,NACIONAL,"21,521"
2022,Marzo,202203,AAP,Tacna,NACIONAL,"28,484"
2022,Marzo,202203,ADP,Cajamarca,NACIONAL,"33,474"
2022,Marzo,202203,ADP,Chachapoyas,NACIONAL,"1,066"
2022,Marzo,202203,ADP,Chiclayo,INTERNACIONAL,"1,666"
2022,Marzo,202203,ADP,Chiclayo,NACIONAL,"41,257"
2022,Marzo,202203,ADP,Huaraz-Anta,NACIONAL,16
2022,Marzo,202203,ADP,Iquitos,INTERNACIONAL,22
2022,Marzo,202203,ADP,Iquitos,NACIONAL,"81,851"
2022,Marzo,202203,ADP,Pisco,INTERNACIONAL,44
2022,Marzo,202203,ADP,Pisco,NACIONAL,"1,022"
2022,Marzo,202203,ADP,Piura,INTERNACIONAL,26
2022,Marzo,202203,ADP,Piura,NACIONAL,"74,914"
2022,Marzo,202203,ADP,Pucallpa,NACIONAL,"52,330"
2022,Marzo,202203,ADP,Talara,NACIONAL,"24,702"
2022,Marzo,202203,ADP,Tarapoto,NACIONAL,"64,965"
2022,Marzo,202203,ADP,Trujillo,INTERNACIONAL,"5,783"
2022,Marzo,202203,ADP,Trujillo,NACIONAL,"47,799"
2022,Marzo,202203,ADP,Tumbes,INTERNACIONAL,41
2022,Marzo,202203,ADP,Tumbes,NACIONAL,"37,499"
2022,Marzo,202203,COR,Atalaya,NACIONAL,"1,715"
2022,Marzo,202203,COR,Cusco,INTERNACIONAL,22
2022,Marzo,202203,COR,Cusco,NACIONAL,"182,751"
2022,Marzo,202203,COR,Huánuco,NACIONAL,"14,854"
2022,Marzo,202203,COR,Ilo,NACIONAL,"1,524"
2022,Marzo,202203,COR,Jaén,NACIONAL,"18,300"
2022,Marzo,202203,COR,Jauja,NACIONAL,"16,004"
2022,Marzo,202203,COR,Mazamari,NACIONAL,695
2022,Marzo,202203,COR,Nazca,NACIONAL,"6,238"
2022,Marzo,202203,COR,Rioja,NACIONAL,9
2022,Marzo,202203,COR,Tingo María,NACIONAL,378
2022,Marzo,202203,COR,Yurimaguas,NACIONAL,"2,283"
2022,Marzo,202203,COR,-,NACIONAL,691
2022,Marzo,202203,LAP,Lima,INTERNACIONAL,"466,072"
2022,Marzo,202203,LAP,Lima,NACIONAL,"864,774"
2022,Marzo,202203,LAP,Lima,TRANSFERENCIA Y TRANSITO,"36,542"
2022,Abril,202204,AAP,Arequipa,INTERNACIONAL,"2,602"
2022,Abril,202204,AAP,Arequipa,NACIONAL,"121,939"
2022,Abril,202204,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,33
2022,Abril,202204,AAP,Ayacucho,NACIONAL,"25,192"
2022,Abril,202204,AAP,Juliaca,NACIONAL,"40,765"
2022,Abril,202204,AAP,Puerto Maldonado,NACIONAL,"20,122"
2022,Abril,202204,AAP,Tacna,NACIONAL,"29,867"
2022,Abril,202204,ADP,Cajamarca,NACIONAL,"33,815"
2022,Abril,202204,ADP,Chachapoyas,NACIONAL,"1,441"
2022,Abril,202204,ADP,Chiclayo,INTERNACIONAL,"1,577"
2022,Abril,202204,ADP,Chiclayo,NACIONAL,"41,377"
2022,Abril,202204,ADP,Huaraz-Anta,NACIONAL,19
2022,Abril,202204,ADP,Iquitos,INTERNACIONAL,11
2022,Abril,202204,ADP,Iquitos,NACIONAL,"72,775"
2022,Abril,202204,ADP,Pisco,INTERNACIONAL,60
2022,Abril,202204,ADP,Pisco,NACIONAL,"1,886"
2022,Abril,202204,ADP,Piura,INTERNACIONAL,48
2022,Abril,202204,ADP,Piura,NACIONAL,"66,982"
2022,Abril,202204,ADP,Pucallpa,NACIONAL,"46,238"
2022,Abril,202204,ADP,Talara,NACIONAL,"21,622"
2022,Abril,202204,ADP,Tarapoto,NACIONAL,"59,855"
2022,Abril,202204,ADP,Trujillo,INTERNACIONAL,"3,739"
2022,Abril,202204,ADP,Trujillo,NACIONAL,"47,037"
2022,Abril,202204,ADP,Tumbes,INTERNACIONAL,26
2022,Abril,202204,ADP,Tumbes,NACIONAL,"29,747"
2022,Abril,202204,COR,Atalaya,NACIONAL,"1,474"
2022,Abril,202204,COR,Cusco,INTERNACIONAL,40
2022,Abril,202204,COR,Cusco,NACIONAL,"200,134"
2022,Abril,202204,COR,Huánuco,NACIONAL,"15,289"
2022,Abril,202204,COR,Ilo,NACIONAL,"1,195"
2022,Abril,202204,COR,Jaén,NACIONAL,"12,259"
2022,Abril,202204,COR,Jauja,NACIONAL,"14,397"
2022,Abril,202204,COR,Mazamari,NACIONAL,552
2022,Abril,202204,COR,Nazca,NACIONAL,"8,517"
2022,Abril,202204,COR,Rioja,NACIONAL,31
2022,Abril,202204,COR,Tingo María,NACIONAL,194
2022,Abril,202204,COR,Yurimaguas,NACIONAL,"2,126"
2022,Abril,202204,COR,-,NACIONAL,631
2022,Abril,202204,LAP,Lima,INTERNACIONAL,"493,621"
2022,Abril,202204,LAP,Lima,NACIONAL,"841,510"
2022,Abril,202204,LAP,Lima,TRANSFERENCIA Y TRANSITO,"38,224"
2022,Mayo,202205,AAP,Arequipa,INTERNACIONAL,"1,860"
2022,Mayo,202205,AAP,Arequipa,NACIONAL,"147,819"
2022,Mayo,202205,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,183
2022,Mayo,202205,AAP,Ayacucho,NACIONAL,"26,945"
2022,Mayo,202205,AAP,Juliaca,NACIONAL,"22,067"
2022,Mayo,202205,AAP,Puerto Maldonado,NACIONAL,"23,998"
2022,Mayo,202205,AAP,Tacna,NACIONAL,"30,591"
2022,Mayo,202205,ADP,Cajamarca,NACIONAL,"37,095"
2022,Mayo,202205,ADP,Chachapoyas,NACIONAL,"1,384"
2022,Mayo,202205,ADP,Chiclayo,INTERNACIONAL,"1,915"
2022,Mayo,202205,ADP,Chiclayo,NACIONAL,"46,741"
2022,Mayo,202205,ADP,Iquitos,INTERNACIONAL,22
2022,Mayo,202205,ADP,Iquitos,NACIONAL,"74,433"
2022,Mayo,202205,ADP,Pisco,INTERNACIONAL,31
2022,Mayo,202205,ADP,Pisco,NACIONAL,"2,225"
2022,Mayo,202205,ADP,Piura,INTERNACIONAL,29
2022,Mayo,202205,ADP,Piura,NACIONAL,"72,185"
2022,Mayo,202205,ADP,Pucallpa,NACIONAL,"48,625"
2022,Mayo,202205,ADP,Talara,INTERNACIONAL,18
2022,Mayo,202205,ADP,Talara,NACIONAL,"19,344"
2022,Mayo,202205,ADP,Tarapoto,NACIONAL,"68,658"
2022,Mayo,202205,ADP,Trujillo,INTERNACIONAL,"4,529"
2022,Mayo,202205,ADP,Trujillo,NACIONAL,"51,118"
2022,Mayo,202205,ADP,Tumbes,INTERNACIONAL,38
2022,Mayo,202205,ADP,Tumbes,NACIONAL,"30,186"
2022,Mayo,202205,COR,Atalaya,NACIONAL,"1,427"
2022,Mayo,202205,COR,Cusco,INTERNACIONAL,58
2022,Mayo,202205,COR,Cusco,NACIONAL,"228,545"
2022,Mayo,202205,COR,Huánuco,NACIONAL,"14,300"
2022,Mayo,202205,COR,Ilo,NACIONAL,"1,166"
2022,Mayo,202205,COR,Jaén,NACIONAL,"17,700"
2022,Mayo,202205,COR,Jauja,NACIONAL,"17,511"
2022,Mayo,202205,COR,Mazamari,NACIONAL,537
2022,Mayo,202205,COR,Nazca,NACIONAL,"9,786"
2022,Mayo,202205,COR,Rioja,NACIONAL,34
2022,Mayo,202205,COR,Tingo María,NACIONAL,130
2022,Mayo,202205,COR,Yurimaguas,NACIONAL,"2,437"
2022,Mayo,202205,COR,-,NACIONAL,737
2022,Mayo,202205,LAP,Lima,INTERNACIONAL,"530,395"
2022,Mayo,202205,LAP,Lima,NACIONAL,"909,636"
2022,Mayo,202205,LAP,Lima,TRANSFERENCIA Y TRANSITO,"41,031"
2022,Junio,202206,AAP,Arequipa,INTERNACIONAL,"1,517"
2022,Junio,202206,AAP,Arequipa,NACIONAL,"149,660"
2022,Junio,202206,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,131
2022,Junio,202206,AAP,Ayacucho,NACIONAL,"26,177"
2022,Junio,202206,AAP,Juliaca,NACIONAL,"17,051"
2022,Junio,202206,AAP,Puerto Maldonado,NACIONAL,"25,910"
2022,Junio,202206,AAP,Tacna,NACIONAL,"29,223"
2022,Junio,202206,ADP,Cajamarca,NACIONAL,"36,477"
2022,Junio,202206,ADP,Chachapoyas,NACIONAL,"1,606"
2022,Junio,202206,ADP,Chiclayo,INTERNACIONAL,"1,623"
2022,Junio,202206,ADP,Chiclayo,NACIONAL,"50,152"
2022,Junio,202206,ADP,Huaraz-Anta,NACIONAL,4
2022,Junio,202206,ADP,Iquitos,NACIONAL,"73,723"
2022,Junio,202206,ADP,Pisco,INTERNACIONAL,32
2022,Junio,202206,ADP,Pisco,NACIONAL,"1,908"
2022,Junio,202206,ADP,Piura,INTERNACIONAL,19
2022,Junio,202206,ADP,Piura,NACIONAL,"71,055"
2022,Junio,202206,ADP,Pucallpa,NACIONAL,"50,463"
2022,Junio,202206,ADP,Talara,NACIONAL,"18,185"
2022,Junio,202206,ADP,Tarapoto,INTERNACIONAL,2
2022,Junio,202206,ADP,Tarapoto,NACIONAL,"69,937"
2022,Junio,202206,ADP,Trujillo,INTERNACIONAL,"3,551"
2022,Junio,202206,ADP,Trujillo,NACIONAL,"60,061"
2022,Junio,202206,ADP,Tumbes,INTERNACIONAL,42
2022,Junio,202206,ADP,Tumbes,NACIONAL,"27,128"
2022,Junio,202206,COR,Atalaya,NACIONAL,"1,427"
2022,Junio,202206,COR,Chimbote,NACIONAL,554
2022,Junio,202206,COR,Cusco,INTERNACIONAL,29
2022,Junio,202206,COR,Cusco,NACIONAL,"249,338"
2022,Junio,202206,COR,Huánuco,NACIONAL,"13,492"
2022,Junio,202206,COR,Ilo,NACIONAL,"1,455"
2022,Junio,202206,COR,Jaén,NACIONAL,"1,446"
2022,Junio,202206,COR,Jauja,NACIONAL,"16,367"
2022,Junio,202206,COR,Mazamari,NACIONAL,910
2022,Junio,202206,COR,Nazca,NACIONAL,"9,370"
2022,Junio,202206,COR,Rioja,NACIONAL,16
2022,Junio,202206,COR,Tingo María,NACIONAL,139
2022,Junio,202206,COR,Yurimaguas,NACIONAL,"2,345"
2022,Junio,202206,LAP,Lima,INTERNACIONAL,"516,746"
2022,Junio,202206,LAP,Lima,NACIONAL,"910,725"
2022,Junio,202206,LAP,Lima,TRANSFERENCIA Y TRANSITO,"40,199"
2022,Julio,202207,AAP,Arequipa,INTERNACIONAL,"1,910"
2022,Julio,202207,AAP,Arequipa,NACIONAL,"160,750"
2022,Julio,202207,AAP,Arequipa,TRANSFERENCIA Y TRANSITO,263
2022,Julio,202207,AAP,Ayacucho,NACIONAL,"29,758"
2022,Julio,202207,AAP,Juliaca,NACIONAL,"49,792"
2022,Julio,202207,AAP,Puerto Maldonado,NACIONAL,"32,205"
2022,Julio,202207,AAP,Tacna,INTERNACIONAL,5
2022,Julio,202207,AAP,Tacna,NACIONAL,"33,567"
2022,Julio,202207,ADP,Cajamarca,NACIONAL,"41,446"
2022,Julio,202207,ADP,Chachapoyas,NACIONAL,"2,021"
2022,Julio,202207,ADP,Chiclayo,INTERNACIONAL,"1,926"
2022,Julio,202207,ADP,Chiclayo,NACIONAL,"53,767"
2022,Julio,202207,ADP,Huaraz-Anta,NACIONAL,16
2022,Julio,202207,ADP,Iquitos,INTERNACIONAL,86
2022,Julio,202207,ADP,Iquitos,NACIONAL,"82,760"
2022,Julio,202207,ADP,Pisco,INTERNACIONAL,33
2022,Julio,202207,ADP,Pisco,NACIONAL,"2,364"
2022,Julio,202207,ADP,Piura,INTERNACIONAL,62
2022,Julio,202207,ADP,Piura,NACIONAL,"89,527"
2022,Julio,202207,ADP,Pucallpa,NACIONAL,"52,920"
2022,Julio,202207,ADP,Talara,NACIONAL,"21,183"
2022,Julio,202207,ADP,Tarapoto,INTERNACIONAL,2
2022,Julio,202207,ADP,Tarapoto,NACIONAL,"83,499"
2022,Julio,202207,ADP,Trujillo,INTERNACIONAL,"3,888"
2022,Julio,202207,ADP,Trujillo,NACIONAL,"67,919"
2022,Julio,202207,ADP,Tumbes,INTERNACIONAL,16
2022,Julio,202207,ADP,Tumbes,NACIONAL,"33,180"
2022,Julio,202207,COR,Atalaya,NACIONAL,"1,522"
2022,Julio,202207,COR,Chimbote,NACIONAL,906
